id,created on,updated on,updated by,status,fishattribute ptr,name,genus,biomass constant a,biomass constant b,biomass constant c,vulnerability,maximum length (cm),trophic level,max length type,group size,trophic group,functional group,climate score,notes
39a8f7f4-d323-45f1-a9a5-c7723910ecf3,2018-04-04 19:04:33.940697+00:00,2018-10-12 15:21:59.714768+00:00,,90,Abudefduf natalensis,natalensis,Abudefduf,0.024550,3.010000,1.000000,28.25,17.00,2.76,total length,medium group,omnivore,zooplanktivore,,genus bodyshape
ec196534-26dd-47d7-89bb-385ae5f1a506,2018-04-04 19:04:33.958756+00:00,2018-10-12 15:21:59.733762+00:00,,90,Abudefduf notatus,notatus,Abudefduf,0.024550,3.010000,1.000000,28.25,17.00,2.73,total length,medium group,omnivore,zooplanktivore,,genus bodyshape
6e46d8b0-1284-40df-8c92-30f2d1495aaf,2018-04-04 19:04:33.976515+00:00,2018-10-12 15:21:59.752521+00:00,,90,Abudefduf septemfasciatus,septemfasciatus,Abudefduf,0.024550,3.010000,1.000000,32.15,23.00,3.01,total length,medium group,omnivore,zooplanktivore,,genus bodyshape
68f53fcd-3284-482a-bede-67106a220624,2018-04-04 19:04:33.995643+00:00,2018-10-12 15:21:59.770811+00:00,,90,Abudefduf sexfasciatus,sexfasciatus,Abudefduf,0.012524,3.132315,1.000000,29.65,19.00,2.70,total length,medium group,planktivore,phytoplanktivore,,
e1040d7e-879d-4824-b1cc-9eb00d84dd77,2018-04-04 19:04:34.016817+00:00,2018-10-12 15:21:59.789306+00:00,,90,Abudefduf sordidus,sordidus,Abudefduf,0.035800,3.180000,0.925926,33.11,24.00,3.24,total length,medium group,omnivore,zooplanktivore,,
d2cb9c24-6b97-4bef-8b59-a82ca132e94b,2018-04-04 19:04:34.035025+00:00,2018-10-12 15:21:59.807779+00:00,,90,Abudefduf sparoides,sparoides,Abudefduf,0.024550,3.010000,1.000000,27.47,16.00,3.03,total length,medium group,omnivore,zooplanktivore,,genus bodyshape
95f6191c-abd9-4903-919b-b6d13932e545,2018-04-04 19:04:34.053011+00:00,2018-10-12 15:21:59.826071+00:00,,90,Abudefduf troschelii,troschelii,Abudefduf,0.024550,3.010000,1.000000,30.38,20.00,2.95,total length,small group,omnivore,zooplanktivore,,genus bodyshape
5a28dcb9-6322-407d-9456-21eca2046987,2018-04-04 19:04:34.071992+00:00,2018-10-12 15:21:59.844549+00:00,,90,Abudefduf vaigiensis,vaigiensis,Abudefduf,0.021712,2.992460,1.000000,15.82,20.00,3.24,total length,medium group,omnivore,zooplanktivore,,
820c3118-a3fd-4d50-9773-c28bcfdf5772,2018-04-04 19:04:34.089448+00:00,2018-10-12 15:21:59.863431+00:00,,90,Abudefduf whitleyi,whitleyi,Abudefduf,0.013800,3.092680,1.000000,30.38,14.00,2.64,standard length,medium group,omnivore,zooplanktivore,,
30841211-bc1a-48e4-af9a-21cb28266fc9,2018-04-04 19:04:25.541280+00:00,2018-10-12 15:21:52.973513+00:00,,90,Acanthaluteres brownii,brownii,Acanthaluteres,0.021880,2.910000,1.000000,52.92,55.00,2.80,total length,,herbivore-detritivore,cropper/grazer,,subfamily bodyshape
d590b8e3-051d-495c-bcd8-ffc59346e689,2018-04-04 19:04:25.558918+00:00,2018-10-12 15:21:52.990161+00:00,,90,Acanthaluteres spilomelanurus,spilomelanurus,Acanthaluteres,0.021880,2.910000,1.000000,22.77,14.00,2.90,total length,,herbivore-detritivore,cropper/grazer,,subfamily bodyshape
945eaf22-5d6e-4030-8ecc-d9fb600786d5,2018-04-04 19:04:25.577144+00:00,2018-10-12 15:21:53.007600+00:00,,90,Acanthaluteres vittiger,vittiger,Acanthaluteres,0.021880,2.910000,1.000000,36.45,35.00,2.00,total length,,herbivore-detritivore,cropper/grazer,,subfamily bodyshape
e08612a9-84d3-42d1-b644-488b760d3889,2018-04-04 19:04:04.998310+00:00,2018-10-12 15:21:35.043280+00:00,,90,Acanthemblemaria atrata,atrata,Acanthemblemaria,0.004570,3.080000,1.000000,10.00,3.20,3.30,standard length,,planktivore,zooplanktivore,,subfamily bodyshape
5e07af89-4ea5-402b-8be5-4bc137c592d0,2018-04-04 19:04:05.057890+00:00,2018-10-12 15:21:35.060375+00:00,,90,Acanthemblemaria hancocki,hancocki,Acanthemblemaria,0.004570,3.080000,1.000000,10.00,4.50,3.40,total length,,planktivore,zooplanktivore,,subfamily bodyshape
4f155071-a021-41a5-8a51-aa86819f10bb,2018-04-04 19:03:55.743754+00:00,2018-10-12 15:21:27.228298+00:00,,90,Acanthistius cinctus,cinctus,Acanthistius,0.009330,2.970000,1.000000,49.19,50.00,4.10,total length,,piscivore,pisci-invertivore,,subfamily bodyshape
ef73e0bd-f844-49bc-92fd-3ab37beae160,2018-04-04 19:03:55.761942+00:00,2018-10-12 15:21:27.245036+00:00,,90,Acanthistius ocellatus,ocellatus,Acanthistius,0.009330,2.970000,1.000000,46.57,45.00,4.10,total length,,piscivore,pisci-invertivore,,subfamily bodyshape
0354559c-2fae-4e5a-9da3-b7f99708ef2d,2018-04-04 19:03:55.779363+00:00,2018-10-12 15:21:27.261518+00:00,,90,Acanthistius pardalotus,pardalotus,Acanthistius,0.010000,3.040000,1.000000,49.32,,4.10,,,piscivore,pisci-invertivore,,All LWR for bodyshape
78e057cf-dabb-4753-a503-b2659ffe901f,2018-04-04 19:03:55.797077+00:00,2018-10-12 15:21:27.278398+00:00,,90,Acanthistius paxtoni,paxtoni,Acanthistius,0.010000,3.040000,1.000000,49.32,,4.10,,,piscivore,pisci-invertivore,,All LWR for bodyshape
19596bf0-8bf9-4d88-bedb-0148ab4894ed,2018-04-04 19:03:55.815644+00:00,2018-10-12 15:21:27.295511+00:00,,90,Acanthistius pictus,pictus,Acanthistius,0.103800,2.497000,1.000000,39.95,47.00,4.23,total length,,piscivore,pisci-invertivore,,
c7048339-b789-495f-a136-e88c9cb4831c,2018-04-04 19:03:55.833296+00:00,2018-10-12 15:21:27.312234+00:00,,90,Acanthistius serratus,serratus,Acanthistius,0.009330,2.970000,1.000000,49.19,50.00,4.10,total length,,piscivore,pisci-invertivore,,subfamily bodyshape
a90a3007-2ac4-4cf9-9913-70ecbc0e982b,2018-04-04 19:04:34.115918+00:00,2018-10-12 15:21:59.881844+00:00,,90,Acanthochromis polyacanthus,polyacanthus,Acanthochromis,0.042900,3.045000,0.667000,25.07,14.00,2.69,total length,small group,omnivore,zooplanktivore,,
bffcbe6e-2c1c-46c1-9844-3dd5d972cca8,2018-04-04 19:04:40.619533+00:00,2018-10-12 15:22:06.016777+00:00,,90,Acanthocybium solandri,solandri,Acanthocybium,0.002526,3.269807,1.000000,46.16,250.00,4.42,total length,,piscivore,piscivore,,
a619d7b2-4103-4b55-a3e2-3d308c00201c,2018-04-04 19:04:42.499366+00:00,2018-10-12 15:22:07.641430+00:00,,90,Acanthopagrus australis,australis,Acanthopagrus,0.012880,3.030000,1.000000,55.12,66.00,3.10,standard length,small group,invertivore-mobile,macro-invertivore,,subfamily bodyshape
a4f09e7d-64d4-47e0-a876-ea39bc2a5c7c,2018-04-04 19:04:42.518058+00:00,2018-10-12 15:22:07.661618+00:00,,90,Acanthopagrus berda,berda,Acanthopagrus,0.015100,3.092000,1.000000,42.22,90.00,3.50,total length,small group,invertivore-mobile,macro-invertivore,,
f4ee971e-5884-48c3-8fc1-dac91d34e933,2018-04-04 19:04:42.535987+00:00,2018-10-12 15:22:07.680228+00:00,,90,Acanthopagrus bifasciatus,bifasciatus,Acanthopagrus,0.015490,3.040000,1.000000,37.35,36.20,3.39,standard length,small group,invertivore-mobile,macro-invertivore,,Species and subfamily bodyshape
cd4c854d-5881-4518-88f9-73ea97b4af44,2018-04-04 19:04:42.554259+00:00,2018-10-12 15:22:07.699016+00:00,,90,Acanthopagrus latus,latus,Acanthopagrus,0.024319,2.939270,1.000000,28.27,40.00,3.84,fork length,small group,invertivore-mobile,macro-invertivore,,
6bd47aea-6322-41a9-91c1-74687e1cf91f,2018-04-04 19:03:53.990719+00:00,2018-10-12 15:21:25.855698+00:00,,90,Acanthurus achilles,achilles,Acanthurus,0.022910,2.960000,1.000000,23.82,24.00,2.00,total length,medium group,herbivore-detritivore,cropper/grazer,,genus bodyshape
15f565d6-5899-4aa0-8a28-3f61b8132931,2018-10-12 15:22:09.776268+00:00,2018-10-12 15:22:09.780720+00:00,,90,Acanthurus albimento,albimento,Acanthurus,0.016980,2.990000,1.000000,,,,,,,,,
eae7491f-35f6-4da5-8d43-dacd4ddf0226,2018-04-04 19:03:54.045282+00:00,2018-10-12 15:21:25.875157+00:00,,90,Acanthurus albipectoralis,albipectoralis,Acanthurus,0.016980,2.990000,1.000000,28.92,33.00,3.40,total length,medium group,planktivore,zooplanktivore,,subfamily bodyshape
5bbd80a5-7ac6-4e8f-afd1-06646df3142f,2018-04-04 19:03:54.063842+00:00,2018-10-12 15:21:25.893325+00:00,,90,Acanthurus auranticavus,auranticavus,Acanthurus,0.022910,2.960000,1.000000,25.66,45.00,2.18,standard length,large group,herbivore-detritivore,cropper/grazer,,genus bodyshape
c2497cb4-0e2c-4cbe-b523-97759d6adb2e,2018-04-04 19:03:54.101081+00:00,2018-10-12 15:21:25.911598+00:00,,90,Acanthurus bariene,bariene,Acanthurus,0.022910,2.960000,1.000000,36.05,50.00,2.00,total length,solitary,herbivore-detritivore,cropper/grazer,,genus bodyshape
665af7df-18a8-4625-b09a-9f4dcd353be0,2018-04-04 19:03:54.119101+00:00,2018-10-12 15:21:25.929891+00:00,,90,Acanthurus blochii,blochii,Acanthurus,0.014365,3.073704,1.000000,38.32,45.00,2.00,standard length,small group,herbivore-detritivore,cropper/grazer,,
d105bbf5-4b27-4db1-808a-25cad5041d65,2018-04-04 19:03:54.155190+00:00,2018-10-12 15:21:25.947820+00:00,,90,Acanthurus chronixis,chronixis,Acanthurus,0.022910,2.960000,1.000000,25.70,28.00,2.18,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
2d41cc15-7c83-4546-a84f-780d6a4bb554,2018-04-04 19:03:54.191497+00:00,2018-10-12 15:21:25.966310+00:00,,90,Acanthurus dussumieri,dussumieri,Acanthurus,0.037995,2.834510,1.000000,36.10,54.00,2.00,total length,small group,herbivore-detritivore,cropper/grazer,,
01bd2e93-4c8a-48cc-924f-7eedf439e582,2018-04-04 19:03:54.209431+00:00,2018-10-12 15:21:25.985092+00:00,,90,Acanthurus fowleri,fowleri,Acanthurus,0.016980,2.990000,1.000000,45.32,45.00,2.18,standard length,solitary,herbivore-detritivore,cropper/grazer,,subfamily bodyshape
d0891cf9-0331-4e7d-a570-18d647ae14f8,2018-04-04 19:03:54.226942+00:00,2018-10-12 15:21:26.004437+00:00,,90,Acanthurus gahhm,gahhm,Acanthurus,0.022910,2.960000,1.000000,32.19,40.00,2.76,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
b794c367-9e3a-409a-b9c1-925bcc5feb22,2018-04-04 19:03:54.244090+00:00,2018-10-12 15:21:26.023091+00:00,,90,Acanthurus grammoptilus,grammoptilus,Acanthurus,0.022910,2.960000,1.000000,29.77,35.00,2.18,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
34bc04a3-a163-461f-90d3-2976ccb20857,2018-04-04 19:03:54.262635+00:00,2018-10-12 15:21:26.041467+00:00,,90,Acanthurus guttatus,guttatus,Acanthurus,0.047000,2.900000,1.000000,24.71,26.00,2.00,total length,large group,herbivore-detritivore,cropper/grazer,,
31afb5a6-5913-4379-9327-daf8a0331809,2018-04-04 19:03:54.280504+00:00,2018-10-12 15:21:26.060010+00:00,,90,Acanthurus japonicus,japonicus,Acanthurus,0.022910,2.960000,1.000000,21.81,21.00,2.18,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
06070d6d-6c53-4fff-8aa1-315098aaf9ae,2018-04-04 19:03:54.298487+00:00,2018-10-12 15:21:26.079831+00:00,,90,Acanthurus leucocheilus,leucocheilus,Acanthurus,0.022910,2.960000,1.000000,45.32,45.00,2.18,standard length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
4acda4fd-e19d-4714-9ac5-d4ca08664092,2018-04-04 19:03:54.316570+00:00,2018-10-12 15:21:26.098029+00:00,,90,Acanthurus leucopareius,leucopareius,Acanthurus,0.022910,2.960000,1.000000,24.26,25.00,2.00,total length,medium group,herbivore-detritivore,cropper/grazer,,genus bodyshape
ecc45720-a1f1-42fc-9f52-ff1e35f8def9,2018-04-04 19:03:54.334670+00:00,2018-10-12 15:21:26.116499+00:00,,90,Acanthurus leucosternon,leucosternon,Acanthurus,0.028600,2.921000,1.000000,37.16,54.00,2.00,total length,large group,herbivore-detritivore,cropper/grazer,,
95979e98-972a-469c-8060-da224d3d8113,2018-04-04 19:03:54.352431+00:00,2018-10-12 15:21:26.134274+00:00,,90,Acanthurus lineatus,lineatus,Acanthurus,0.016755,2.969606,1.000000,22.89,38.00,2.00,total length,solitary,herbivore-detritivore,cropper/grazer,,
d2fe1109-21b5-4152-9186-f42539fc19ba,2018-04-04 19:03:54.370240+00:00,2018-10-12 15:21:26.152452+00:00,,90,Acanthurus maculiceps,maculiceps,Acanthurus,0.022910,2.960000,1.000000,42.68,40.00,2.00,standard length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
20a31f2c-9bab-4e65-84c7-63392e165f54,2018-04-04 19:03:54.388186+00:00,2018-10-12 15:21:26.170481+00:00,,90,Acanthurus mata,mata,Acanthurus,0.019060,2.976475,1.000000,39.45,50.00,2.53,total length,large group,planktivore,phytoplanktivore,,
98a1bcff-fac4-42b0-b5fe-69e92c596273,2018-04-04 19:03:54.405486+00:00,2018-10-12 15:21:26.189008+00:00,,90,Acanthurus nigricans,nigricans,Acanthurus,0.026300,2.930000,1.000000,33.71,21.30,2.00,total length,large group,herbivore-detritivore,cropper/grazer,,species and genus bodyshape
cf9a2944-e9fc-421f-b32d-bec0c3e03f37,2018-04-04 19:03:54.423610+00:00,2018-10-12 15:21:26.207287+00:00,,90,Acanthurus nigricauda,nigricauda,Acanthurus,0.015087,3.021904,1.000000,24.96,40.00,2.99,total length,small group,herbivore-detritivore,cropper/grazer,,
0ef9b41f-53ea-465e-83fe-866172853dd5,2018-04-04 19:03:54.441560+00:00,2018-10-12 15:21:26.225262+00:00,,90,Acanthurus nigrofuscus,nigrofuscus,Acanthurus,0.014309,3.096389,1.000000,27.14,21.00,2.00,total length,medium group,herbivore-detritivore,cropper/grazer,,
02736a5e-95de-4102-a392-feeb3ac2eb49,2018-04-04 19:03:54.460429+00:00,2018-10-12 15:21:26.244652+00:00,,90,Acanthurus nigroris,nigroris,Acanthurus,0.022910,2.960000,1.000000,24.26,25.00,2.00,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
a942e142-0cf5-4533-b4d7-496982e17c9f,2018-04-04 19:03:54.478748+00:00,2018-10-12 15:21:26.262605+00:00,,90,Acanthurus nubilus,nubilus,Acanthurus,0.022910,2.960000,1.000000,24.71,26.00,3.40,total length,small group,planktivore,zooplanktivore,,
4b62734f-4a93-4fc7-9013-77b5b594e96c,2018-04-04 19:03:54.496217+00:00,2018-10-12 15:21:26.281364+00:00,,90,Acanthurus olivaceus,olivaceus,Acanthurus,0.018970,3.055000,1.000000,18.16,35.00,2.26,total length,small group,herbivore-detritivore,detritivore,,
68976d09-f106-480d-b171-a70d77928075,2018-04-04 19:03:54.513918+00:00,2018-10-12 15:21:26.299386+00:00,,90,Acanthurus polyzona,polyzona,Acanthurus,0.022910,2.960000,1.000000,12.01,11.00,2.18,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
645324d5-eb02-4aab-9f52-39930c46303e,2018-04-04 19:03:54.532332+00:00,2018-10-12 15:21:26.317625+00:00,,90,Acanthurus pyroferus,pyroferus,Acanthurus,0.022910,2.960000,1.000000,28.92,29.00,2.00,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
5c6973bb-5642-45e4-b1d0-879d2a09da44,2018-10-12 15:22:09.652941+00:00,2018-10-12 15:22:09.658228+00:00,,90,Acanthurus reversus,reversus,Acanthurus,0.022910,2.960000,1.000000,29.38,34.00,2.18,total length,medium group,herbivore-detritivore,cropper/grazer,,
dec26acd-a21f-478c-9981-f8b2f59311f6,2018-04-04 19:03:54.550680+00:00,2018-10-12 15:21:26.335865+00:00,,90,Acanthurus sohal,sohal,Acanthurus,0.022910,2.960000,1.000000,32.19,40.00,2.00,total length,small group,herbivore-macroalgae,browser,,genus bodyshape
17317399-a9ac-4579-b69b-bbd9dd8c41d1,2018-04-04 19:03:54.570029+00:00,2018-10-12 15:21:26.353954+00:00,,90,Acanthurus tennentii,tennentii,Acanthurus,0.022910,2.960000,1.000000,27.57,31.00,2.00,total length,small group,herbivore-detritivore,cropper/grazer,,genus bodyshape
e6e16ff9-df7e-40a9-8575-7699fa28d4eb,2018-04-04 19:03:54.588453+00:00,2018-10-12 15:21:26.372257+00:00,,90,Acanthurus thompsoni,thompsoni,Acanthurus,0.016980,2.990000,1.000000,25.10,27.00,3.64,total length,medium group,planktivore,zooplanktivore,,subfamily bodyshape
6d7f8903-95b1-437b-a9c0-df77c4185f2d,2018-04-04 19:03:54.606440+00:00,2018-10-12 15:21:26.389734+00:00,,90,Acanthurus triostegus,triostegus,Acanthurus,0.038953,2.946438,1.000000,16.26,27.00,2.78,total length,small group,herbivore-detritivore,cropper/grazer,,
21ac95ea-43f5-43cf-a26e-d069e0292387,2018-04-04 19:03:54.624137+00:00,2018-10-12 15:21:26.407559+00:00,,90,Acanthurus tristis,tristis,Acanthurus,0.022910,2.960000,1.000000,24.26,25.00,2.18,total length,small group,herbivore-detritivore,cropper/grazer,,subfamily bodyshape
776d80d8-ad71-4060-9941-2b53d9924860,2018-04-04 19:03:54.642031+00:00,2018-10-12 15:21:26.426050+00:00,,90,Acanthurus xanthopterus,xanthopterus,Acanthurus,0.026812,2.892373,1.000000,37.08,70.00,2.87,total length,medium group,herbivore-detritivore,cropper/grazer,,
a0099555-8019-4b69-88d4-657ae6f75569,2018-04-04 19:04:11.962410+00:00,2018-10-12 15:21:40.648226+00:00,,90,Acentrogobius nebulosus,nebulosus,Acentrogobius,0.008910,3.070000,1.000000,35.81,18.00,,standard length,large group,omnivore,micro-invertivore,,subfamily bodyshape
59b6c5f9-64a5-4532-99d6-c069db3b29e1,2018-10-12 15:22:17.154230+00:00,2018-10-12 15:22:17.158838+00:00,,90,Acentronura gracilissima,gracilissima,Acentronura,0.003890,3.120000,1.000000,10.00,,3.80,,small group,invertivore-mobile,macro-invertivore,,
6188e201-8508-4bbb-808f-29839757bb8e,2018-10-12 15:22:17.179202+00:00,2018-10-12 15:22:17.183775+00:00,,90,Acentronura tentaculata,tentaculata,Acentronura,0.003890,3.120000,1.000000,10.00,6.30,3.20,total length,small group,invertivore-mobile,macro-invertivore,,
526bea40-f599-4d00-b3ea-958fa28bd87f,2018-04-04 19:04:21.115859+00:00,2018-10-12 15:21:49.409368+00:00,,90,Achoerodus gouldii,gouldii,Achoerodus,0.018000,3.044100,1.000000,65.92,175.00,3.78,total length,solitary,piscivore,pisci-invertivore,,
fda22f84-3173-439e-9b41-9e083d72625c,2018-04-04 19:04:21.134420+00:00,2018-10-12 15:21:49.427676+00:00,,90,Achoerodus viridis,viridis,Achoerodus,0.019950,2.990000,1.000000,68.09,62.00,3.70,total length,solitary,piscivore,pisci-invertivore,,subfamily bodyshape
77fbd298-f884-48e9-a6a8-124d80e8fa78,2018-04-04 19:04:25.605075+00:00,2018-10-12 15:21:53.024038+00:00,,90,Acreichthys radiatus,radiatus,Acreichthys,0.021880,2.910000,1.000000,12.01,7.00,2.90,total length,,invertivore-sessile,corallivore,,subfamily bodyshape
7eddc34d-c855-4198-bfe9-0e20cdeaecbd,2018-04-04 19:04:25.624171+00:00,2018-10-12 15:21:53.040413+00:00,,90,Acreichthys tomentosus,tomentosus,Acreichthys,0.011000,3.242000,1.000000,15.57,12.00,2.97,total length,,omnivore,micro-invertivore,,
e0bb9082-69ea-4292-aa79-c3c984d12f4b,2018-04-04 19:04:04.966534+00:00,2018-10-12 15:21:35.001940+00:00,,90,Aeoliscus strigatus,strigatus,Aeoliscus,0.003890,3.120000,1.000000,24.15,15.00,3.46,total length,small group,invertivore-mobile,micro-invertivore,,All LWR for bodyshape
4f20edd4-c416-47c7-9d86-4644cd97b3c6,2018-04-04 19:04:09.504311+00:00,2018-10-12 15:21:38.617382+00:00,,90,Aethaloperca rogaa,rogaa,Aethaloperca,0.011480,3.050000,1.000000,48.76,60.00,4.20,total length,,piscivore,pisci-invertivore,,subfamily bodyshape
f5cc20c2-aa91-49e1-a871-576a25eb29d3,2018-04-04 19:04:28.853957+00:00,2018-10-12 15:21:55.679362+00:00,,90,Aetobatus flagellum,flagellum,Aetobatus,0.028834,3.182922,1.000000,64.43,72.00,3.60,wing diameter,medium group,invertivore-mobile,macro-invertivore,,length is wingspan
37a7935d-abb4-4bc8-adeb-5dadbed1770b,2018-04-04 19:04:28.871869+00:00,2018-10-12 15:21:55.699069+00:00,,90,Aetobatus narinari,narinari,Aetobatus,0.005686,3.130000,1.000000,74.46,330.00,3.32,wing diameter,medium group,invertivore-mobile,macro-invertivore,,subfamily bodyshape
f4f6b77e-86f1-4025-bb45-df2d1d73731f,2018-04-04 19:04:28.890259+00:00,2018-10-12 15:21:55.717219+00:00,,90,Aetobatus ocellatus,ocellatus,Aetobatus,0.003800,3.080000,1.000000,60.91,152.80,3.60,total length,medium group,invertivore-mobile,macro-invertivore,,subfamily bodyshape
1abb27db-8ee7-4f63-b998-6856382cabf4,2018-04-04 19:04:02.766672+00:00,2018-10-12 15:21:33.321128+00:00,,90,Alectis ciliaris,ciliaris,Alectis,0.030030,2.872138,1.000000,68.96,150.00,3.95,total length,small group,piscivore,piscivore,,
b6edc787-fdd5-4b20-96ac-fe6d8e57bef3,2018-04-04 19:04:02.785131+00:00,2018-10-12 15:21:33.339354+00:00,,90,Alectis indica,indica,Alectis,0.032700,2.640000,1.000000,61.72,165.00,4.09,total length,small group,piscivore,piscivore,,
2d709e2d-8ded-46d1-978f-a1c5936f8076,2018-04-04 19:04:02.811420+00:00,2018-10-12 15:21:33.358338+00:00,,90,Alepes djedaba,djedaba,Alepes,0.030103,2.955244,1.000000,24.73,40.00,3.32,total length,large group,planktivore,zooplanktivore,,
3babcee0-0060-4ac8-ac9e-f7fc132759ab,2018-04-04 19:04:02.830466+00:00,2018-10-12 15:21:33.376776+00:00,,90,Alepes kleinii,kleinii,Alepes,0.011400,3.060000,0.888099,16.09,16.00,3.54,fork length,large group,planktivore,zooplanktivore,,
bc2de22d-fe91-49ea-aabe-3a07e1dceb29,2018-04-04 19:04:02.849939+00:00,2018-10-12 15:21:33.395036+00:00,,90,Alepes vari,vari,Alepes,0.014130,2.960000,1.000000,34.01,56.00,3.65,total length,large group,planktivore,zooplanktivore,,subfamily bodyshape
99588269-e2ee-4d18-83d8-d9c007fcb08f,2018-04-04 19:04:00.947487+00:00,2018-10-12 15:21:31.900254+00:00,,90,Alloblennius pictus,pictus,Alloblennius,0.007410,3.000000,1.000000,10.00,2.60,2.00,standard length,,herbivore-detritivore,cropper/grazer,,subfamily bodyshape
3eb49059-d966-4a87-9ebb-ba01113cc754,2018-04-04 19:04:09.528968+00:00,2018-10-12 15:21:38.634149+00:00,,90,Alphestes immaculatus,immaculatus,Alphestes,0.011480,3.050000,1.000000,32.04,30.00,3.50,total length,,invertivore-mobile,macro-invertivore,,subfamily bodyshape
c51f4073-709c-4f5b-bb3d-bb98d8b54e27,2018-04-04 19:04:09.547190+00:00,2018-10-12 15:21:38.651099+00:00,,90,Alphestes multiguttatus,multiguttatus,Alphestes,0.011480,3.050000,1.000000,32.04,30.00,3.50,total length,,invertivore-mobile,macro-invertivore,,subfamily bodyshape
852a848e-0b5f-487a-9503-e66d3714137e,2018-10-12 15:22:15.292028+00:00,2018-10-12 15:22:15.296708+00:00,,90,Altrichthys azurelineatus,azurelineatus,Altrichthys,0.022390,2.990000,1.000000,16.00,6.50,2.80,total length,medium group,planktivore,phytoplanktivore,,
470a836b-ae1f-4386-93af-fdde89ceca38,2018-10-12 15:22:15.316996+00:00,2018-10-12 15:22:15.321388+00:00,,90,Altrichthys curatus,curatus,Altrichthys,0.022390,2.990000,1.000000,13.00,6.50,2.80,total length,medium group,planktivore,phytoplanktivore,,
787378f1-21b8-4436-a176-744cbfc03e09,2018-04-04 19:04:25.649122+00:00,2018-10-12 15:21:53.058181+00:00,,90,Aluterus monoceros,monoceros,Aluterus,0.015912,2.916651,1.000000,47.86,76.20,3.49,total length,small group,omnivore,detritivore,,
